company,title,title_en,job_category,seniority,remote_type,locations,years_experience_required,salary_hkd_min,salary_hkd_max,salary_estimated_min,salary_estimated_max,salary_estimated_confidence,required_skills,description_summary,source,source_tier,cross_posted,posted_at,apply_url,is_active
Morgan Stanley,Executive Assistant – Legal & Compliance,Executive Assistant – Legal & Compliance,Other,mid,on-site,"Hong Kong, Hong Kong SAR",,,,40000,48000,medium,Outlook; Calendar management; Travel coordination; Expense reporting; Event coordination; Stakeholder management; Administrative support; Communication; Confidentiality,"Provides administrative and organizational support to senior Legal and Compliance professionals. Manages calendars, travel, expenses, and events. Acts as a point of contact with discretion and stakeholder coordination.",linkedin,mainstream,1,2026-07-19T00:00:00+00:00,https://hk.linkedin.com/jobs/view/executive-assistant-%E2%80%93-legal-compliance-at-morgan-stanley-4382277935,1
Morgan Stanley,Executive Assistant – Legal & Compliance,Executive Assistant – Legal & Compliance,Other,mid,on-site,Hong Kong,,,,40000,48000,medium,Calendar Management; Travel Coordination; Communication; Microsoft Office; Confidentiality,,indeed,mainstream,1,2026-03-10T05:00:00+00:00,https://hk.linkedin.com/jobs/view/executive-assistant-%E2%80%93-legal-compliance-at-morgan-stanley-4382277935,1
Morgan Stanley,"Executive Director, Head of GFC Advisory for Private Wealth Management (PWM) Asia","Executive Director, Head of GFC Advisory for Private Wealth Management (PWM) Asia",Other,lead,on-site,Hong Kong,,,,91000,112000,medium,Anti-Money Laundering (AML); Know Your Customer (KYC); Regulatory Compliance; Private Wealth Management; Financial Crime Advisory,,indeed,mainstream,1,2026-03-06T06:00:00+00:00,https://www.efinancialcareers.hk/jobs-Hong_Kong-Hong_Kong-Executive_Director_Head_of_GFC_Advisory_for_Private_Wealth_Management_PWM_Asia.id24552225,1
Morgan Stanley,"Executive Director, Head of GFC Advisory for Private Wealth Management (PWM) Asia","Executive Director, Head of GFC Advisory for Private Wealth Management (PWM) Asia",Other,lead,on-site,Hong Kong,10,0,0,91000,112000,medium,AML; Economic Sanctions Compliance; Anti-Corruption; Due Diligence; Financial Crime Prevention; Regulatory Compliance; Internal Audit Management; Stakeholder Management; Management Reporting; Policy Development,"The role leads the Global Financial Crimes (GFC) Advisory function for Private Wealth Management in Asia. Responsibilities include designing and executing the financial crime prevention program, advising internal stakeholders, and managing regulatory audits and examinations. The position is within Morgan Stanley's Legal & Compliance division.",efinancialcareers,mainstream,1,2026-07-20T09:39:19.453000+00:00,https://www.efinancialcareers.hk/jobs-Hong_Kong-Hong_Kong-Executive_Director_Head_of_GFC_Advisory_for_Private_Wealth_Management_PWM_Asia.id24552225,1
Morgan Stanley,"Executive Director, Head of GFC Advisory for Private Wealth Management (PWM) Asia","Executive Director, Head of GFC Advisory for Private Wealth Management (PWM) Asia",Operations,senior,on-site,Hong Kong,,,,45750,91500,medium,AML; Sanctions; Financial Crime Compliance; Advisory; Private Wealth Management,,indeed,mainstream,1,2026-07-20T05:00:00+00:00,https://www.efinancialcareers.hk/jobs-Hong_Kong-Hong_Kong-Executive_Director_Head_of_GFC_Advisory_for_Private_Wealth_Management_PWM_Asia.id24552225,1
Morgan Stanley,Expression of interest - Asia Strats (Institutional Equity Division),Expression of interest - Asia Strats (Institutional Equity Division),Finance,mid,on-site,Hong Kong,,0,0,,,,Quantitative Modeling; Research; Data Analytics; Client Analytics; Business Analysis; Automation; Prime Brokerage; Execution Services; Derivatives; Delta One,"This is an expression of interest for front office Desk Strategist roles in Morgan Stanley's Asia Equities division. The team focuses on quantitative modeling, research, data and client analytics, business analysis, and automation. They support Prime Brokerage, Execution Services, Derivatives, and Delta One activities.",efinancialcareers,mainstream,1,2026-06-30T08:33:08.220000+00:00,https://www.efinancialcareers.hk/jobs-Hong_Kong-Hong_Kong-Expression_of_interest_-_Asia_Strats_Institutional_Equity_Division.id24133687,1
Morgan Stanley,Expression of interest - Asia Strats (Institutional Equity Division),Expression of interest - Asia Strats (Institutional Equity Division),Finance,mid,on-site,"Hong Kong, Hong Kong SAR",,,,85000,105000,medium,Quantitative Modelling; Research; Data Analytics; Client Analytics; Business Analysis; Automation; Prime Brokerage; Execution Services; Derivatives; Delta One,"Morgan Stanley's Equities division seeks talented individuals for front office Desk Strategist roles in Asia. Responsibilities include quantitative modelling, research, data analytics, and automation across Prime Brokerage, Execution Services, Derivatives, and Delta One. This is an expression of interest page.",linkedin,mainstream,1,2026-07-25T00:00:00+00:00,https://www.efinancialcareers.hk/jobs-Hong_Kong-Hong_Kong-Expression_of_interest_-_Asia_Strats_Institutional_Equity_Division.id24133687,1
Morgan Stanley,"FX Structuring, Associate / Vice President","FX Structuring, Associate / Vice President",Finance,mid,on-site,Hong Kong,,,,40000,80000,medium,Foreign Exchange (FX); Derivatives Structuring; Financial Modeling; Pricing and Risk Management; Bloomberg/Reuters,,indeed,mainstream,1,2026-07-14T05:00:00+00:00,https://www.efinancialcareers.hk/jobs-Hong_Kong-Hong_Kong-FX_Structuring_Associate__Vice_President.id24552065,1
Morgan Stanley,"FX Structuring, Associate / Vice President","FX Structuring, Associate / Vice President",Finance,mid,on-site,Hong Kong,5,0,0,40000,60000,low,FX; Interest Rate Derivatives; Credit Derivatives; Structured Products; Derivative Pricing; Risk Management; Hedging; Macro Derivatives; Sales and Trading Collaboration; Client Relationship Management,"The FX Structuring team at Morgan Stanley designs, prices, and markets structured derivative solutions in FX, interest rates, and credit. The role collaborates with sales and trading desks to provide hedging and investment products to institutional and corporate clients in Greater China.",efinancialcareers,mainstream,1,2026-07-20T09:38:08.197000+00:00,https://www.efinancialcareers.hk/jobs-Hong_Kong-Hong_Kong-FX_Structuring_Associate__Vice_President.id24552065,1
Morgan Stanley,"FX Structuring, Associate / Vice President","FX Structuring, Associate / Vice President",Finance,mid,on-site,Hong Kong,,,,40000,80000,medium,FX Derivatives; Structuring; Risk Management; Quantitative Analysis; Financial Modeling,,indeed,mainstream,1,2026-07-20T05:00:00+00:00,https://www.efinancialcareers.hk/jobs-Hong_Kong-Hong_Kong-FX_Structuring_Associate__Vice_President.id24552065,1
Morgan Stanley,"Hong Kong Senior Major Projects Manager, Vice President","Hong Kong Senior Major Projects Manager, Vice President",Operations,senior,on-site,Hong Kong,10,0,0,70000,80000,medium,Program Management; Governance; Stakeholder Management; Risk Management; Project Delivery; Team Leadership; Internal Communications; Reporting,"This Vice President role leads the delivery of major refurbishment and relocation projects at Morgan Stanley. Responsibilities include program management, governance, risk oversight, stakeholder communication, and team leadership within Corporate Services.",efinancialcareers,mainstream,1,2026-06-30T08:33:50.137000+00:00,https://www.efinancialcareers.hk/jobs-Hong_Kong-Hong_Kong-Hong_Kong_Senior_Major_Projects_Manager_Vice_President.id24260681,1
Morgan Stanley,"IED Non-Market Risk (NMR), Business Control Unit (BCU) - Senior Associate / Vice President- Non-Japan Asia","IED Non-Market Risk (NMR), Business Control Unit (BCU) - Senior Associate / Vice President- Non-Japan Asia",Finance,senior,on-site,Hong Kong,5,0,0,55000,67000,medium,Non-Market Risk Management; Cash Equities; Prime Brokerage; Derivatives; Regulatory Risk; Operational Risk; Conduct Risk; Governance Oversight; Project Management; Incident Management,"This role supports the Asia Institutional Equities Division in first-line non-market risk management, covering regulatory, operational, conduct, technology, and reputational risks. Responsibilities include governance oversight, project management of risk initiatives, and day-to-day engagement with stakeholders. Requires 5+ years of experience in risk or front-office roles within equities or prime brokerage.",efinancialcareers,mainstream,1,2026-07-13T10:07:38.520000+00:00,https://www.efinancialcareers.hk/jobs-Hong_Kong-Hong_Kong-IED_Non-Market_Risk_NMR_Business_Control_Unit_BCU_-_Senior_Associate__Vice_President-_Non-Japan_Asia.id24275415,1
Morgan Stanley,"IED Non-Market Risk (NMR), Business Control Unit (BCU) - Senior Associate / Vice President- Non-Japan Asia","IED Non-Market Risk (NMR), Business Control Unit (BCU) - Senior Associate / Vice President- Non-Japan Asia",Finance,senior,on-site,Hong Kong,,,,55000,67000,medium,Risk Management; Non-Market Risk; Regulatory Compliance; Financial Analysis; Operational Risk,,indeed,mainstream,1,2026-05-19T05:00:00+00:00,https://www.efinancialcareers.hk/jobs-Hong_Kong-Hong_Kong-IED_Non-Market_Risk_NMR_Business_Control_Unit_BCU_-_Senior_Associate__Vice_President-_Non-Japan_Asia.id24275415,1
Morgan Stanley,"Institutional Equity Division Negotiator, Associate","Institutional Equity Division Negotiator, Associate",Operations,mid,on-site,Hong Kong,,0,0,62000,70000,medium,legal documentation negotiation; prime brokerage; OTC equity derivatives; securities lending; listed derivatives; electronic trading; client onboarding; regulatory compliance; project management,"This role involves drafting, negotiating, and administering legal documentation for prime brokerage, OTC equity derivatives, securities lending, and electronic trading. The negotiator acts as the primary point of contact with clients and internal stakeholders, and participates in regulatory projects and system enhancements.",efinancialcareers,mainstream,1,2026-07-13T10:07:43.173000+00:00,https://www.efinancialcareers.hk/jobs-Hong_Kong-Hong_Kong-Institutional_Equity_Division_Negotiator_Associate.id24517800,1
Morgan Stanley,"Institutional Equity Division Negotiator, Associate","Institutional Equity Division Negotiator, Associate",Finance,mid,on-site,Hong Kong,,,,57500,105000,medium,Equity Trading; Negotiation; Financial Markets; Bloomberg; Risk Management,,indeed,mainstream,1,2026-07-13T05:00:00+00:00,https://www.efinancialcareers.hk/jobs-Hong_Kong-Hong_Kong-Institutional_Equity_Division_Negotiator_Associate.id24517800,1
Morgan Stanley,"Institutional Equity Division Negotiator, Associate","Institutional Equity Division Negotiator, Associate",Finance,mid,on-site,Hong Kong,,,,40000,55000,low,Equity Markets; Negotiation; Client Relationship Management; Trade Execution; Market Analysis,,indeed,mainstream,1,2026-07-13T05:00:00+00:00,https://www.efinancialcareers.hk/jobs-Hong_Kong-Hong_Kong-Institutional_Equity_Division_Negotiator_Associate.id24517800,1
Morgan Stanley,"Institutional Securities Data Group Asia, InfoSec, Information Management & Privacy - Associate","Institutional Securities Data Group Asia, InfoSec, Information Management & Privacy - Associate",Engineering,mid,on-site,Hong Kong,5,0,0,60000,62500,medium,Information Security; Data Governance; Access Management; Client Data Protection; Data Quality; Compliance; Project Management; Stakeholder Management; Risk Management; Data Privacy,"Associate role in Morgan Stanley's Institutional Securities Data Group, responsible for information security, data governance, and privacy initiatives. Manages data-related projects, access management, and client data protection. Works with senior stakeholders across the firm to ensure compliance and risk reduction.",efinancialcareers,mainstream,1,2026-06-30T08:33:07.537000+00:00,https://www.efinancialcareers.hk/jobs-Hong_Kong-Hong_Kong-Institutional_Securities_Data_Group_Asia_InfoSec_Information_Management__Privacy_-_Associate.id24169650,1
Morgan Stanley,"Institutional Securities Data Group Asia, InfoSec, Information Management & Privacy - Associate","Institutional Securities Data Group Asia, InfoSec, Information Management & Privacy - Associate",Operations,mid,on-site,Hong Kong,,,,45000,52000,medium,Information Security; Data Privacy; Compliance; Risk Management; Data Governance,,indeed,mainstream,1,2026-04-24T05:00:00+00:00,https://www.efinancialcareers.hk/jobs-Hong_Kong-Hong_Kong-Institutional_Securities_Data_Group_Asia_InfoSec_Information_Management__Privacy_-_Associate.id24169650,1
Morgan Stanley,"Institutional Securities Data Group Asia, InfoSec, Information Management & Privacy – Associate","Institutional Securities Data Group Asia, InfoSec, Information Management & Privacy – Associate",Engineering,mid,on-site,Hong Kong,,,,50000,70000,medium,Information Security; Data Management; Privacy Compliance; Risk Management; Information Governance,,indeed,mainstream,1,2026-04-24T05:00:00+00:00,https://www.efinancialcareers.hk/jobs-Hong_Kong-Hong_Kong-Institutional_Securities_Data_Group_Asia_InfoSec_Information_Management__Privacy_-_Associate.id24169650,1
